"","Mouse_ID","Tested_by","Machine","Measurements","Ct_mean","Ct_mean_Ep","Ct_mean_ABI","Oocyst_Predict","ILWE_DNA_Content_ng.microliter","ILWE_DNA_used_up","HI","Code","Transect","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","State","Arrival","Wean","Death","DaysInLab","Spleen","Lepid","Uterus","Ovaria","Grav","Litters","NN","Protocol","Aspiculuris_tetraptera","Syphacia_obvelata","Zfy2","Y","Mix_Syphacia_Aspiculuris","Worms_presence","Heligmosomoides_polygurus","SRY1","Hymenolepis","Taenia","Aspiculuris_Syphacia","Trichuris","Heterakis","Mastophorus","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","PBS_dil_in_mL","OPG","Ncells","delta_ct_ilwe_MminusE","delta_ct_cewe_MminusE","n18S_Seq","COI_Seq","ORF470_Seq","eimeriaSpecies","Region","Sperm","Body_Weight","Body_Length","Ectoparasites_Logical","Left_Epididymis","Feces_Weight","Seminal_Vesicles_Weight","Left_Testis","Right_Testis","Tail_Length"
"1313","SK_3353",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.933333333,"HOHW30","HZ_BR","M",14.1189,52.8367,2015,"d",NA,"m","m","m","m","m","m",NA,"95","125","120","70",NA,NA,"mm","mm","mm","mm",NA,11,"DE","10/6/15","1M","Dissection",0,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1314","SK_3354",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.944444444,"HOHW30","HZ_BR","M",14.1189,52.8367,2015,"d","m","m","m","m","m","m","m","100","95","125","120","90",NA,"mm","mm","mm","mm","mm",NA,13,"DE","10/6/15","1M","Dissection",0,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,"m",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1315","SK_3355",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.944444444,"HOHW30","HZ_BR","M",14.1189,52.8367,2015,"d","m","m","m","m","m","m","m","100","95","125","120","90",NA,"mm","mm","mm","mm","mm",NA,13,"DE","10/6/15","1M","Dissection",0,NA,NA,NA,NA,NA,NA,NA,"B",NA,NA,"m",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1316","SK_3356",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,"CROU17","HZ_BR","F",14.1161,52.7914,2015,"d",NA,"mm","mm","mm","mm","mm","mm","94/100","100","125","120","90","80","dm","dd","mm","mm","mm","mm",13,"DE","10/4/15","1M","Dissection",2,0.0502,NA,NA,NA,"B-",NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,19.12,84.3,NA,NA,NA,NA,NA,NA,78.3
"1317","SK_3357",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.736842105,"BADFR45","HZ_BR","M",14.066,52.773,2015,"d",NA,"m","m","m","m","m","m","100","95","125","120","100","100","mm","mm","mm","mm","dd","dd",13,"DE","10/5/15","1M","Dissection",1,0.0386,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,19.28,76.2,NA,NA,NA,NA,NA,NA,84.7
"1318","SK_3358",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"ALTR39","HZ_BR","M",14.0817,52.7667,2015,"m",NA,"m","m","m","m","m","m","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm",13,"DE","10/6/15","1M","Dissection",0,0.0322,NA,NA,NA,NA,NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,8.72,58.4,NA,NA,NA,NA,NA,NA,63.9
"1319","SK_3359",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,"GIEL68","HZ_BR","M",13.8756,52.6053,2015,"m","m","m","m","m","d","m","m","100","100","125","120","90","100","mm","dd","mm","mm","mm","dd",14,"DE","10/6/15","1M","Dissection",0,0.1211,NA,NA,NA,NA,NA,NA,"B",NA,NA,"m",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,21.55,88.4,NA,NA,NA,NA,NA,NA,74.3
"1320","SK_3360",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,"GIEL68","HZ_BR","M",13.8756,52.6053,2015,"m","m","m","m","m","d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",14,"DE","10/7/15","1M","Dissection",1,0.0096,NA,NA,NA,NA,NA,NA,"B",NA,NA,"m",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,7.85,57.2,NA,NA,NA,NA,NA,NA,63.6
"1321","SK_3361",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,"STORK17","HZ_BR","F",13.4458,53.0478,2015,"d",NA,"mm","mm","mm","dm","mm","mm","100","95","100/125","120","100","80","mm","mm","dm","mm","dd","mm",13,"DE","10/7/15","1F","Dissection",1,0.009,NA,NA,NA,"B-",NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,6.27,50.8,NA,NA,NA,NA,NA,NA,58.1
"1322","SK_3362",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,"GIEL68","HZ_BR","F",13.8756,52.6053,2015,"m",NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",13,"DE","10/8/15","1F","Dissection",0,0.0318,NA,NA,NA,"B-",NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,7.59,54.4,NA,NA,NA,NA,NA,NA,67.3
"1323","SK_3363",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,"GIEL68","HZ_BR","M",13.8756,52.6053,2015,"m","m","m","m","m","d","m","m","100","95","155","120","90/100","80","mm","mm","mm","mm","dm","mm",14,"DE","10/8/15","1M","Dissection",0,0.0421,NA,NA,NA,NA,NA,NA,"B",NA,NA,"m",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,18.15,63.7,NA,NA,NA,NA,NA,NA,77.1
"1324","SK_3364",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,"NEUG21","HZ_BR","F",14.1206,52.7547,2015,"d",NA,"mm","mm","mm","mm","mm","mm","94","95","125","120","90","100","dd","mm","mm","mm","mm","dd",13,"DE","10/7/15","1F","Dissection",1,0.0307,NA,NA,NA,"B-",NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,14.03,72.7,NA,NA,NA,NA,NA,NA,74.4
"1325","SK_3365",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,"GIEL68","HZ_BR","M",13.8756,52.6053,2015,"m","m","m","m","m","d","m","d","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",14,"DE","10/8/15","1M","Dissection",0,0.0629,NA,NA,NA,NA,NA,NA,"B",NA,NA,"m",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,16.02,73.6,NA,NA,NA,NA,NA,NA,76.7
"1326","SK_3366",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.869565217,"HAMMEL","HZ_BR","F",13.4286,53.0689,2015,"d",NA,NA,"mm","mm","dm","mm","mm","100","95","100/125","120","90","80","mm","mm","dm","mm","mm","mm",12,"DE","10/8/15","1F","Dissection",1,0.0524,NA,NA,NA,"B-",NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,16.2,75,NA,NA,NA,NA,NA,NA,78.4
"1327","SK_3367",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,"ORTB7","HZ_BR","M",13.7586,53.1406,2015,"d","m","m","m","m","d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",14,"DE","10/8/15","1M","Dissection",1,0.0336,NA,NA,NA,NA,NA,NA,"B",NA,NA,"m",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,15.12,72.5,NA,NA,NA,NA,NA,NA,74.9
"1328","SK_3368",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,"PAPP1","HZ_BR","F",13.6506,53.2108,2015,"d",NA,"mm","mm","mm","dd","mm","mm","100","95","125/155","120","90/100","100","mm","mm","mm","mm","dm","dd",13,"DE","10/8/15","1F","Dissection",1,0.0458,NA,NA,NA,"B-",NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,16.92,81.4,NA,NA,NA,NA,NA,NA,84.3
"1329","SK_3369",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,"DANE22","HZ_BR","F",13.666418,52.733898,2015,"d",NA,"dd","dm","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,"DE","10/8/15","1F","Dissection",1,0.0525,NA,NA,NA,"B+",9,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,25.15,87.2,NA,NA,NA,NA,NA,NA,85.7
"1330","SK_3370",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,"LIEB38","HZ_BR","F",13.4636,52.9156,2015,"d",NA,"dd","dd","dd","dd","dd","dd","94","95","100","100/120","100","100","dd","mm","dd","dm","dd","dd",13,"DE","10/9/15","1F","Dissection",0,0.0156,NA,NA,NA,"B-",NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,8.8,58.4,NA,NA,NA,NA,NA,NA,78.3
"1331","SK_3371",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,"HAMMEL","HZ_BR","F",13.4286,53.0689,2015,"d",NA,"mm","mm","dm","dd","mm","mm","100","95","100/125","120","90","80","mm","mm","dm","mm","mm","mm",13,"DE","10/8/15","1F","Dissection",1,0.0143,NA,NA,NA,"B-",NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,8.42,60.7,NA,NA,NA,NA,NA,NA,62.3
"1332","SK_3372",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,"GIEL68","HZ_BR","F",13.8756,52.6053,2015,"m",NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","90/100","80","mm","mm","mm","mm","dm","mm",13,"DE","10/8/15","1F","Dissection",1,0.0472,NA,NA,NA,"B-",NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,17.23,80.6,NA,NA,NA,NA,NA,NA,NA
"1333","SK_3373",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,"DANE22","HZ_BR","F",13.666418,52.733898,2015,"d",NA,"dd","mm","dd","dd","dd","dd","94","100","100","100/120","100","100","dd","dd","dd","dm","dd","dd",13,"DE","10/8/15","1F","Dissection",1,0.0255,NA,NA,NA,"B-",NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,12.59,70.3,NA,NA,NA,NA,NA,NA,77.5
"1334","SK_3374",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,"GIEL68","HZ_BR","F",13.8756,52.6053,2015,"d",NA,"mm",NA,NA,NA,NA,NA,"100","95","125","120","90","100","mm","mm","mm","mm","mm","dd",8,"DE","10/8/15","1F","Dissection",1,0.0411,NA,NA,NA,"B+",5,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,14.26,75.7,NA,NA,NA,NA,NA,NA,73.7
"1335","SK_3375",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,"DANE22","HZ_BR","F",13.666418,52.733898,2015,"d",NA,"dd","dd","dd","dd","dd","dd","94","95","100","100","100","100","dd","mm","dd","dd","dd","dd",13,"DE","10/8/15","1F","Dissection",1,0.0397,NA,NA,NA,"B-",NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,11.2,65.3,NA,NA,NA,NA,NA,NA,77.1
"1336","SK_3376",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,"GOTTES","HZ_BR","M",14.1833,52.6378,2015,"d","m","m","m","m","m","m","m","94/100","95","125","120","70/100","100","dm","mm","mm","mm","dm","dd",14,"DE","10/10/15","1M","Dissection",1,0.0425,NA,NA,NA,NA,NA,NA,"B",NA,NA,"m",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,12.15,71.2,NA,NA,NA,NA,NA,NA,74.4
"1337","SK_3377",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,"STERNF2","HZ_BR","F",13.97029,53.00394,2015,"d",NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","90/100","100","mm","mm","mm","mm","dm","dd",13,"DE","10/11/15","1F","Dissection",1,0.0607,NA,NA,NA,"B+",5,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,15.93,80.9,NA,NA,NA,NA,NA,NA,79.4
"1338","SK_3378",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"BESTE6","HZ_BR","F",13.6025,52.2225,2015,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,"DE","10/12/15","1F","Dissection",0,0.133,NA,NA,NA,"B-",NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,15.5,80.7,NA,NA,NA,NA,NA,NA,78.5
"1339","SK_3379",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,"BESTE6","HZ_BR","F",13.6025,52.2225,2015,"d",NA,"dd","dd","dd","dd","dd","dd","100","100","100/125","100","100","100","mm","dd","dm","dd","dd","dd",13,"DE","10/12/15","1F","Dissection",0,0.0539,NA,NA,NA,"B-",NA,NA,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,14.7,73.2,NA,NA,NA,NA,NA,NA,85.4
"1340","SK_3380",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,"GAILAU3","HZ_BAV","M",12.23555556,48.88555556,2015,"m",NA,"m","m","m","d","m","m","100","95","125","100/120","90/100","80",NA,NA,NA,NA,NA,NA,14,"DE","9/28/15","1M","Dissection",24,0.0421,0.01,NA,NA,NA,NA,NA,"St",0,18,"m",NA,NA,NA,NA,NA,NA,0,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,13.5,78.1,NA,NA,NA,0.0273,NA,NA,77.1
"1341","SK_3381",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,"GAILAU3","HZ_BAV","M",12.23555556,48.88555556,2015,"m",NA,"m","m","m","d","m","m","100","95","125","100/120","100","80",NA,NA,NA,NA,NA,NA,14,"DE","9/28/15","1M","Dissection",24,0.0511,0.0157,NA,NA,NA,NA,NA,"St",24,38,"m",NA,NA,NA,NA,NA,NA,0,62,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,14.16,78.8,NA,NA,NA,0.0794,NA,NA,78.5
"1342","SK_3382",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,"GAILAU3","HZ_BAV","F",12.23555556,48.88555556,2015,"m",NA,"d/d","m/m","m/m","d/m","d/m","d/m","100","95","125","120","90/100","80",NA,NA,NA,NA,NA,NA,13,"DE","9/28/15","1F","Dissection",24,0.0745,NA,NA,0.0087,"B-",NA,NA,"St",5,170,NA,NA,NA,NA,NA,NA,NA,0,175,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,20.09,92.3,NA,NA,NA,NA,NA,NA,90
"1343","SK_3383",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,"GAILAU3","HZ_BAV","F",12.23555556,48.88555556,2015,"m",NA,"m/m","m/m","m/m","d/d","d/m","m/m","100","95","100","100/120","90/100","80",NA,NA,NA,NA,NA,NA,13,"DE","9/28/15","1F","Dissection",24,0.0614,NA,NA,0.0074,"B-",NA,NA,"St",26,160,NA,NA,NA,NA,NA,NA,NA,0,186,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,19.95,93.4,NA,NA,NA,NA,NA,NA,88.9
"1344","SK_3384",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,"GAILAU3","HZ_BAV","F",12.23555556,48.88555556,2015,"m",NA,"m/m","m/m","m/m","d/d","d/m","m/m","100","95","125","100/120","90/100","80",NA,NA,NA,NA,NA,NA,13,"DE","9/28/15","1F","Dissection",24,0.0409,NA,NA,0.0065,"B-",NA,NA,"St",15,23,NA,NA,NA,NA,NA,NA,NA,0,38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,14.14,83.6,NA,NA,NA,NA,NA,NA,84.7
"1345","SK_3385",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,"GAILAU3","HZ_BAV","F",12.23555556,48.88555556,2015,"m",NA,"m/m","m/m","m/m","d/m","d/m","d/m","100","95","125","100/120","100","80",NA,NA,NA,NA,NA,NA,13,"DE","9/28/15","1F","Dissection",25,0.0418,NA,NA,0.0061,"B-",NA,NA,"St",24,30,NA,NA,NA,NA,NA,NA,NA,0,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,15.18,82.5,NA,NA,NA,NA,NA,NA,84.1
"1346","SK_3386",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,"GAILAU9","HZ_BAV","F",12.23611111,48.88472222,2015,"m",NA,"m/m","m/m","m/m","d/m","m/m","m/m","100","95","100/125","120","100","80",NA,NA,NA,NA,NA,NA,13,"DE","9/28/15","1F","Dissection",25,0.0511,NA,NA,0.0078,"B-",7,NA,"St",2,211,NA,NA,NA,NA,NA,NA,NA,0,213,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,24.28,94.9,NA,NA,NA,NA,NA,NA,90.4
"1347","SK_3387",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,"MOOSM","HZ_BAV","M",12.34805556,48.96777778,2015,"d",NA,"m","m","m","d","m","m","100","95","125","100","90","80",NA,NA,NA,NA,NA,NA,14,"DE","9/29/15","1M","Dissection",24,0.1497,0.0202,NA,NA,NA,NA,NA,"St",1,0,"m",NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,19.86,86.4,NA,NA,NA,0.0641,NA,NA,73.2
"1348","SK_3388",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.789473684,"MOOSM","HZ_BAV","M",12.34805556,48.96777778,2015,"d",NA,"m","m",NA,"d","m","m","100","95","125","100","90","80",NA,NA,NA,NA,NA,NA,13,"DE","9/29/15","1M","Dissection",24,0.1025,0.0326,NA,NA,NA,NA,NA,"St",0,0,"m",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,20.84,89.7,NA,NA,NA,0.2109,NA,NA,75.1
"1349","SK_3389",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,"ECKD5","HZ_BAV","M",12.2325,49.44666667,2015,"d",NA,"d","d","d","d","d","d","100","95/100","125","100","100","100",NA,NA,NA,NA,NA,NA,14,"DE","9/26/15","1M","Dissection",27,0.0843,0.0187,NA,NA,NA,NA,NA,"St",8,15,"d","d",NA,NA,NA,NA,NA,0,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,19.69,84.8,NA,NA,NA,0.037,NA,NA,77.1
"1350","SK_3390",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,"ECKD5","HZ_BAV","M",12.2325,49.44666667,2015,"d",NA,"d","d","d","d","d","d","100","95/100","125","100","70/100","100",NA,NA,NA,NA,NA,NA,14,"DE","9/26/15","1M","Dissection",27,0.0808,0.0189,NA,NA,NA,NA,NA,"St",87,0,"d","d",NA,NA,NA,NA,NA,0,87,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,21.48,90.8,NA,NA,NA,0.1962,NA,NA,89.8
"1351","SK_3391",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"ECKD5","HZ_BAV","F",12.2325,49.44666667,2015,"d",NA,"d/d","d/d","d/d","d/d","d/d","d/d","100","95/100","125","100","100","100",NA,NA,NA,NA,NA,NA,13,"DE","9/26/15","1F","Dissection",27,0.0318,NA,NA,0.0028,"B-",NA,NA,"St",0,2,NA,NA,NA,NA,NA,NA,NA,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,13.05,75.8,NA,NA,NA,NA,NA,NA,75.8
"1352","SK_3392",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,"NIEDPR","HZ_BAV","M",12.58083333,49.34472222,2015,"d",NA,"m","m","d","d","d","m","94","95/100","125","120","90","100",NA,NA,NA,NA,NA,NA,14,"DE","9/27/15","1M","Dissection",26,0.072,0.0188,NA,NA,NA,NA,NA,"St",0,13,"m","m",NA,NA,NA,NA,NA,0,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,16.24,84.8,NA,NA,NA,0.0679,NA,NA,78.6
"1353","SK_3393",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,"NIEDPR","HZ_BAV","M",12.58083333,49.34472222,2015,"m",NA,"m","m","d","d","d","d","94","95/100","125","120","90","100",NA,NA,NA,NA,NA,NA,14,"DE","9/27/15","1M","Dissection",29,0.0474,0.0157,NA,NA,NA,NA,NA,"St",2,0,"m","m",NA,NA,NA,NA,NA,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,14.27,78.6,NA,NA,NA,0.0955,NA,NA,77.5
"1354","SK_3394",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,"MUNSF2","HZ_BAV","F",12.11777778,49.36194444,2015,"d",NA,"d/d","d/d","d/d","d/d","d/d","d/d","94","100","100/125","100","100","100",NA,NA,NA,NA,NA,NA,13,"DE","9/26/15","1M","Dissection",30,0.1613,0.0265,NA,NA,NA,NA,NA,"St",0,28,NA,"d",NA,NA,NA,NA,NA,0,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,26.1,93.5,NA,NA,NA,0.1196,NA,NA,88.4
