"","Mouse_ID","HI","HI_Level","Year","Date","Plate","Tested_by","Machine","Measurements","Ct_mean_ABI","Ct_1_Ep","Ct_1_Ep_Real_Pred","Ct_1_Ep_Real_Check","Ct_2_Ep","Ct_2_Ep_Real_Pred","Ct_2_Ep_Real_Check","Ct_mean_Ep","Ct_Ep_Consistent","Ct_1_ABI","Ct_2_ABI","Ct_3_ABI","Ct_mean_1_ABI","Ct_4_ABI","Ct_5_ABI","Ct_6_ABI","Ct_mean_2_ABI","Ct_7_ABI","Ct_8_ABI","Ct_9_ABI","Ct_mean_3_ABI","Ct_mean","Consistent","StDev","Transect","Latitude","Longitude","Sex","Oocyst_Predict","Oocyst_Level","Oocyst_Predict.1"
"252","AA_0355",0.8,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",53.0497,13.4408,"F","0","OP = 0",4292821751815.77
"253","AA_0356",0.52,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",53.1247,13.4589,"F","0","OP = 0",4292821751815.77
"254","AA_0357",0.52,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",53.0497,13.4408,"F","0","OP = 0",4292821751815.77
"255","AA_0358",0.64,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",53.0497,13.4408,"F","0","OP = 0",4292821751815.77
"256","AA_0359",0.95,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",53.1275,13.4864,"M","0","OP = 0",4292821751815.77
"257","AA_0360",0.74,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,33.07,TRUE,FALSE,32.92,TRUE,FALSE,32.99,32.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.99,NA,0.06,"HZ_BR",53.0497,13.4408,"F","851","OP < 10^3",851.300076104571
"258","AA_0365",0.55,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.7714,13.9578,"M","0","OP = 0",4292821751815.77
"259","AA_0366",0.95,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",53.1275,13.4864,"M","0","OP = 0",4292821751815.77
"260","AA_0367",0.68,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.7714,13.9578,"F","0","OP = 0",4292821751815.77
"261","AA_0368",0.92,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,35.6,TRUE,TRUE,0,TRUE,TRUE,35.73,35.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.73,NA,17.84,"HZ_BR",53.1275,13.4864,"F","133","OP < 10^3",133.113976499918
"262","AA_0369",0.95,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,30.42,TRUE,TRUE,29.04,TRUE,TRUE,29.73,29.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.73,NA,0.56,"HZ_BR",53.1275,13.4864,"M","7742","OP < 10^4",7742.4504479902
"263","AA_0370",0.08,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.2089,13.8767,"F","0","OP = 0",4292821751815.77
"264","AA_0371",0.8,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,33.18,TRUE,FALSE,31.57,TRUE,FALSE,32.37,32.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.37,NA,0.66,"HZ_BR",52.7714,13.9578,"F","1295","OP < 10^4",1295.47886626177
"265","AA_0372",1,"HI == 1",2017,"2017","0","YVT","Eppendorf",1,NA,33.7,TRUE,FALSE,32.45,TRUE,FALSE,33.07,33.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.07,NA,0.51,"HZ_BR",53.1275,13.4864,"F","806","OP < 10^3",806.406355407496
"266","AA_0374",0.55,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,32.48,TRUE,FALSE,33.02,TRUE,FALSE,32.75,32.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.75,NA,0.22,"HZ_BR",52.0747,14.1808,"M","1002","OP < 10^4",1001.54130126863
"267","AA_0375",0.75,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,33.46,TRUE,FALSE,31.15,TRUE,FALSE,32.3,32.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.3,NA,0.94,"HZ_BR",52.0747,14.1808,"M","1358","OP < 10^4",1358.36965631801
"268","AA_0376",0.91,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,33.34,TRUE,FALSE,32.16,TRUE,FALSE,32.75,32.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.75,NA,0.48,"HZ_BR",53.1275,13.4864,"F","1002","OP < 10^4",1001.54130126863
"269","AA_0377",0.28,"HI < 0.5",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.2761,13.8975,"F","0","OP = 0",4292821751815.77
"270","AA_0378",0.16,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.2761,13.8975,"M","0","OP = 0",4292821751815.77
"271","AA_0379",0.3,"HI < 0.5",2017,"2017","0","YVT","Eppendorf",1,NA,23.03,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,11.52,"HZ_BR",52.2761,13.8975,"M","0","OP = 0",4292821751815.77
"272","AA_0380",0.92,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,32.74,TRUE,FALSE,30.09,TRUE,FALSE,31.42,31.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.42,NA,1.08,"HZ_BR",53.1275,13.4864,"F","2465","OP < 10^4",2465.09695710053
"273","AA_0381",0.35,"HI < 0.5",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.2761,13.8975,"M","0","OP = 0",4292821751815.77
"274","AA_0383",0.42,"HI < 0.5",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.2761,13.8975,"M","0","OP = 0",4292821751815.77
"275","AA_0384",0.24,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,23.86,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,11.93,"HZ_BR",52.2761,13.8975,"F","0","OP = 0",4292821751815.77
"276","AA_0385",0.35,"HI < 0.5",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.2761,13.8975,"M","0","OP = 0",4292821751815.77
"277","AA_0387",0.32,"HI < 0.5",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.2761,13.8975,"F","0","OP = 0",4292821751815.77
"278","AA_0388",0.6,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,35.55,TRUE,FALSE,35.89,TRUE,FALSE,35.72,35.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.72,NA,0.14,"HZ_BR",52.0747,14.1808,"M","134","OP < 10^3",134.018498693547
"279","AA_0390",0.25,"HI < 0.5",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.2761,13.8975,"M","0","OP = 0",4292821751815.77
"280","AA_0392",0.67,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.0172,14.1442,"F","0","OP = 0",4292821751815.77
"281","AA_0393",0.87,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,34.97,TRUE,FALSE,34.87,TRUE,FALSE,34.92,34.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.92,NA,0.04,"HZ_BR",52.0172,14.1442,"F","230","OP < 10^3",230.383860924626
"282","AA_0394",0.64,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,32,TRUE,FALSE,32.64,TRUE,FALSE,32.32,32.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.32,NA,0.26,"HZ_BR",52.0747,14.1808,"F","1340","OP < 10^4",1340.09562394098
"283","AA_0395",0.87,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.0172,14.1442,"F","0","OP = 0",4292821751815.77
"284","AA_0397",0.75,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.0172,14.1442,"M","0","OP = 0",4292821751815.77
"285","AA_0398",0.92,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",53.1275,13.4864,"F","0","OP = 0",4292821751815.77
"286","AA_0399",0.88,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,31.7,TRUE,FALSE,32.5,TRUE,FALSE,32.1,32.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.1,NA,0.33,"HZ_BR",52.0172,14.1442,"F","1555","OP < 10^4",1555.39177307086
"287","AA_0401",0.87,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,31.55,TRUE,FALSE,33.43,TRUE,FALSE,32.49,32.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.49,NA,0.77,"HZ_BR",52.0747,14.1808,"F","1194","OP < 10^4",1194.36546414282
"288","AA_0402",0.8,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,30.91,TRUE,FALSE,32.99,TRUE,FALSE,31.95,31.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.95,NA,0.85,"HZ_BR",52.0747,14.1808,"F","1722","OP < 10^4",1721.6947966964
"289","AA_0403",0.75,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,38.29,TRUE,FALSE,34.01,TRUE,FALSE,36.15,36.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.15,NA,1.75,"HZ_BR",52.0892,14.1736,"M","100","OP < 10^3",100.160808809204
"290","AA_0404",0.8,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,33.77,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,16.89,"HZ_BR",52.0892,14.1736,"F","0","OP = 0",4292821751815.77
"291","AA_0405",0.65,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,38.23,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,19.12,"HZ_BR",52.0747,14.1808,"M","0","OP = 0",4292821751815.77
"292","AA_0406",0.92,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",53.1275,13.4864,"F","0","OP = 0",4292821751815.77
"293","AA_0407",0.68,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,33.05,TRUE,FALSE,32.95,TRUE,FALSE,33,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,0.04,"HZ_BR",52.0172,14.1442,"M","846","OP < 10^3",845.554452778084
"294","AA_0408",0.8,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,36.83,TRUE,FALSE,33.34,TRUE,FALSE,35.08,35.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.08,NA,1.42,"HZ_BR",52.0172,14.1442,"F","207","OP < 10^3",206.725757256802
"295","AA_0409",0.8,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,33.91,TRUE,FALSE,32.35,TRUE,FALSE,33.13,33.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.13,NA,0.64,"HZ_BR",52.0747,14.1808,"F","774","OP < 10^3",774.296674589039
"296","AA_0410",0.64,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.0747,14.1808,"F","0","OP = 0",4292821751815.77
"297","AA_0413",0.39,"HI < 0.5",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.0747,14.1808,"F","0","OP = 0",4292821751815.77
"298","AA_0422",0.83,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.6506,14.3217,"M","0","OP = 0",4292821751815.77
"299","AA_0423",0.85,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.6506,14.3217,"M","0","OP = 0",4292821751815.77
"300","AA_0424",0.88,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.6867,14.2775,"F","0","OP = 0",4292821751815.77
"301","AA_0425",0.84,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.6867,14.2775,"F","0","OP = 0",4292821751815.77
"302","AA_0426",0.9,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.6506,14.3217,"M","0","OP = 0",4292821751815.77
"303","AA_0427",0.79,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,22.64,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,11.32,"HZ_BR",52.6867,14.2775,"M","0","OP = 0",4292821751815.77
"304","AA_0428",0.83,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.6867,14.2775,"F","0","OP = 0",4292821751815.77
"305","AA_0429",1,"HI == 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.6867,14.2775,"M","0","OP = 0",4292821751815.77
"306","AA_0430",0.95,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.6867,14.2775,"M","0","OP = 0",4292821751815.77
"307","AA_0431",0.89,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.6778,14.2769,"M","0","OP = 0",4292821751815.77
"308","AA_0432",0.04,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.4936,13.6686,"F","0","OP = 0",4292821751815.77
"309","AA_0434",0.74,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,17.74,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8.87,"HZ_BR",53.2375,13.6422,"M","0","OP = 0",4292821751815.77
"310","AA_0435",0.84,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",53.2375,13.6422,"M","0","OP = 0",4292821751815.77
"311","AA_0436",0.78,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.0875,14.2606,"F","0","OP = 0",4292821751815.77
"312","AA_0437",0.05,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.4936,13.6686,"M","0","OP = 0",4292821751815.77
"313","AA_0438",0.95,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",53.2108,13.6506,"M","0","OP = 0",4292821751815.77
"314","AA_0439",0.68,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.1736,14.0756,"M","0","OP = 0",4292821751815.77
"315","AA_0440",0.83,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.0875,14.2606,"F","0","OP = 0",4292821751815.77
"316","AA_0441",0.87,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,39.24,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,19.62,"HZ_BR",52.0875,14.2606,"F","0","OP = 0",4292821751815.77
"317","AA_0442",0.95,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.0439,14.2697,"M","0","OP = 0",4292821751815.77
"318","AA_0443",0.84,"HI < 1",2017,"18.06.21","7","YVT-Tes","Eppendorf + new ABI",2,0,8.48,FALSE,FALSE,37.64,TRUE,TRUE,23.06,23.06,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,15.95,"HZ_BR",52.0875,14.2606,"M","0","OP = 0",4292821751815.77
"319","AA_0444",0.83,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.0439,14.2697,"F","0","OP = 0",4292821751815.77
"320","AA_0445",0.91,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,31.89,TRUE,FALSE,31.12,TRUE,FALSE,31.51,31.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.51,NA,0.31,"HZ_BR",52.0753,14.2272,"F","2319","OP < 10^4",2319.33874991639
"321","AA_0446",0.84,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.6867,14.2775,"M","0","OP = 0",4292821751815.77
"322","AA_0448",0.13,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.4936,13.6686,"F","0","OP = 0",4292821751815.77
"323","AA_0449",0.95,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",53.2108,13.6506,"M","0","OP = 0",4292821751815.77
"324","AA_0450",0.96,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,6.78,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3.39,"HZ_BR",53.2108,13.6506,"F","0","OP = 0",4292821751815.77
"325","AA_0451",0.96,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",53.2108,13.6506,"F","0","OP = 0",4292821751815.77
"326","AA_0452",0.96,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",53.2108,13.6506,"F","0","OP = 0",4292821751815.77
"327","AA_0453",0.94,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.0875,14.2606,"M","0","OP = 0",4292821751815.77
"328","AA_0454",0.83,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,22.44,FALSE,FALSE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,11.22,"HZ_BR",52.0875,14.2606,"F","0","OP = 0",4292821751815.77
"329","AA_0455",0.83,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.0875,14.2606,"F","0","OP = 0",4292821751815.77
"330","AA_0456",1,"HI == 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",53.2108,13.6506,"M","0","OP = 0",4292821751815.77
"331","AA_0457",0.7,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.0439,14.2697,"F","0","OP = 0",4292821751815.77
"332","AA_0458",0.83,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,33.97,TRUE,FALSE,30.6,TRUE,FALSE,32.28,32.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.28,NA,1.38,"HZ_BR",52.0439,14.2697,"F","1377","OP < 10^4",1376.8928800612
"333","AA_0459",0.7,"HI < 0.75",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.0875,14.2606,"F","0","OP = 0",4292821751815.77
"334","AA_0460",0.21,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.4936,13.6686,"F","0","OP = 0",4292821751815.77
"335","AA_0461",0.19,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.4936,13.6686,"M","0","OP = 0",4292821751815.77
"336","AA_0462",0.15,"HI < 0.25",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.4936,13.6686,"F","0","OP = 0",4292821751815.77
"337","AA_0463",0.89,"HI < 1",2017,"2017","0","YVT","Eppendorf",1,NA,0,TRUE,TRUE,0,TRUE,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"HZ_BR",52.0875,14.2606,"F","0","OP = 0",4292821751815.77
