# Experiment File Name : Plate 1 noQuench.eds
# Created By :tlobnow@googlemail.com
# Last Modified Date : 2021-03-09 12:29:30 PM
# Instrument Type : QuantStudio 1 System

"Experiment Name","Barcode","Well","Target Name","Sample Name","Rn","dRn","Omit","Cycle Number","Passive Ref",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.833","0.001","false","6.0","120074.055",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.833","0.001","false","7.0","119978.94",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.836","0.003","false","8.0","119732.266",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.84","0.006","false","9.0","119258.7",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.84","0.005","false","10.0","119102.016",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.838","0.002","false","11.0","119511.33",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.837","0.0","false","12.0","119572.055",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.842","0.004","false","13.0","119468.6",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.839","0.0","false","14.0","119560.42",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.835","-0.005","false","15.0","119852.71",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.834","-0.007","false","16.0","119916.234",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.836","-0.006","false","17.0","120166.63",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.837","-0.006","false","18.0","119445.4",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.839","-0.005","false","19.0","119116.72",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.848","0.003","false","20.0","119243.04",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.85","0.005","false","21.0","119385.2",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.848","0.002","false","22.0","119675.695",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.841","-0.007","false","23.0","119654.92",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.839","-0.01","false","24.0","119517.31",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.843","-0.007","false","25.0","119481.73",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.851","0.001","false","26.0","119692.64",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.852","0.001","false","27.0","120373.57",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.848","-0.005","false","28.0","120704.336",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.854","0.001","false","29.0","119488.92",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.857","0.003","false","30.0","119014.62",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.86","0.005","false","31.0","119130.68",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.865","0.009","false","32.0","119423.945",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.869","0.012","false","33.0","119159.31",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.871","0.013","false","34.0","118958.87",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.867","0.008","false","35.0","119054.84",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.861","0.002","false","36.0","119008.06",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.853","-0.007","false","37.0","119241.56",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.851","-0.011","false","38.0","119129.43",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.854","-0.009","false","39.0","118899.164",
"Plate 1 noQuench.eds","","G8","Unknown","AA_0791","1.869","0.006","false","40.0","118694.08",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.728","-0.02","false","1.0","88691.266",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.728","-0.02","false","2.0","88972.516",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.735","-0.014","false","3.0","89195.445",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.737","-0.012","false","4.0","89416.93",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.745","-0.005","false","5.0","89479.87",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.75","0.0","false","6.0","89515.734",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.753","0.002","false","7.0","89421.95",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.76","0.008","false","8.0","89374.19",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.757","0.004","false","9.0","89539.76",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.76","0.007","false","10.0","89554.7",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.761","0.008","false","11.0","89566.56",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.76","0.006","false","12.0","89511.65",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.759","0.004","false","13.0","89592.95",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.761","0.006","false","14.0","89614.88",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.76","0.004","false","15.0","89598.05",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.757","0.001","false","16.0","89594.68",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.754","-0.003","false","17.0","89703.15",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.76","0.002","false","18.0","89641.69",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.763","0.004","false","19.0","89430.68",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.76","0.001","false","20.0","89339.5",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.754","-0.006","false","21.0","89451.96",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.753","-0.007","false","22.0","89417.7",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.757","-0.003","false","23.0","89387.69",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.757","-0.004","false","24.0","89339.125",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.754","-0.008","false","25.0","89395.336",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.756","-0.007","false","26.0","89309.12",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.766","0.003","false","27.0","89222.47",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.766","0.002","false","28.0","89263.84",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.764","0.0","false","29.0","89248.67",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.767","0.002","false","30.0","89210.65",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.767","0.001","false","31.0","89294.07",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.767","0.001","false","32.0","89311.98",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.771","0.004","false","33.0","89228.57",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.776","0.008","false","34.0","89017.32",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.775","0.007","false","35.0","88954.77",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.765","-0.004","false","36.0","89150.35",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.761","-0.008","false","37.0","89230.59",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.768","-0.002","false","38.0","89171.49",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.768","-0.002","false","39.0","89202.26",
"Plate 1 noQuench.eds","","G9","Unknown","AA_0791","1.77","-0.001","false","40.0","89298.445",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.073","-0.015","false","1.0","89699.164",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.079","-0.01","false","2.0","89749.01",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.081","-0.009","false","3.0","90079.74",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.078","-0.013","false","4.0","90298.74",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.082","-0.01","false","5.0","90538.26",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.098","0.005","false","6.0","90410.72",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.102","0.008","false","7.0","90307.664",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.099","0.004","false","8.0","90405.52",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.095","-0.002","false","9.0","90753.8",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.112","0.014","false","10.0","90940.09",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.11","0.012","false","11.0","90997.51",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.102","0.002","false","12.0","90967.43",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.099","-0.002","false","13.0","90961.81",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.104","0.002","false","14.0","90953.76",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.103","0.001","false","15.0","90982.02",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.106","0.002","false","16.0","91064.66",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.111","0.006","false","17.0","90947.29",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.11","0.004","false","18.0","90797.85",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.11","0.003","false","19.0","90645.26",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.109","0.001","false","20.0","90592.08",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.104","-0.005","false","21.0","90769.54",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.109","-0.001","false","22.0","90754.34",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.098","-0.013","false","23.0","90850.23",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.095","-0.018","false","24.0","90989.65",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.116","0.002","false","25.0","90829.57",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.122","0.007","false","26.0","90721.53",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.118","0.002","false","27.0","90826.72",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.113","-0.004","false","28.0","90967.695",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.112","-0.006","false","29.0","90924.75",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.117","-0.003","false","30.0","90818.76",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.118","-0.002","false","31.0","90734.01",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.118","-0.004","false","32.0","90724.03",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.127","0.004","false","33.0","90551.21",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.13","0.006","false","34.0","90438.05",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.133","0.008","false","35.0","90436.56",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.125","-0.001","false","36.0","90423.17",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.125","-0.002","false","37.0","90293.82",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.131","0.003","false","38.0","90263.63",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.127","-0.003","false","39.0","90518.336",
"Plate 1 noQuench.eds","","G10","Unknown","AA_0681","2.132","0.002","false","40.0","90658.48",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.949","-0.003","false","1.0","95387.29",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.948","-0.005","false","2.0","95776.0",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.948","-0.007","false","3.0","96271.69",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.951","-0.005","false","4.0","96637.81",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.956","0.0","false","5.0","96766.625",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.96","0.002","false","6.0","96736.02",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.96","0.001","false","7.0","96929.914",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.964","0.004","false","8.0","96952.805",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.964","0.003","false","9.0","97222.9",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.968","0.006","false","10.0","97213.836",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.965","0.003","false","11.0","97339.96",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.966","0.003","false","12.0","97585.49",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.969","0.004","false","13.0","97483.37",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.969","0.003","false","14.0","97374.52",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.966","-0.001","false","15.0","97540.92",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.974","0.006","false","16.0","97717.125",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.978","0.009","false","17.0","97592.45",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.979","0.009","false","18.0","97416.766",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.977","0.006","false","19.0","97309.34",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.97","-0.002","false","20.0","97448.83",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.968","-0.005","false","21.0","97454.36",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.967","-0.006","false","22.0","97779.42",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.965","-0.009","false","23.0","97888.36",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.966","-0.01","false","24.0","97981.63",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.969","-0.008","false","25.0","97976.414",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.97","-0.008","false","26.0","98075.03",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.974","-0.005","false","27.0","98085.59",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.976","-0.004","false","28.0","98044.17",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.976","-0.005","false","29.0","97917.29",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.977","-0.005","false","30.0","97759.34",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.981","-0.002","false","31.0","97720.32",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.98","-0.004","false","32.0","97661.45",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.973","-0.013","false","33.0","97887.69",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.977","-0.009","false","34.0","97817.52",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.984","-0.003","false","35.0","97782.46",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","1.996","0.007","false","36.0","97719.81",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","2.003","0.013","false","37.0","97637.28",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","2.003","0.013","false","38.0","97828.164",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","2.01","0.018","false","39.0","97757.016",
"Plate 1 noQuench.eds","","G11","Unknown","AA_0681","2.016","0.024","false","40.0","97755.945",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.778","0.005","false","1.0","105583.234",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.777","0.004","false","2.0","105688.98",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.778","0.004","false","3.0","105903.8",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.77","-0.004","false","4.0","106406.94",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.773","-0.002","false","5.0","106485.04",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.781","0.005","false","6.0","106585.74",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.78","0.004","false","7.0","106512.66",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.778","0.001","false","8.0","106544.75",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.772","-0.005","false","9.0","107075.36",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.775","-0.003","false","10.0","107180.48",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.777","-0.001","false","11.0","107095.23",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.776","-0.002","false","12.0","107137.51",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.78","0.001","false","13.0","107122.7",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.777","-0.003","false","14.0","107351.695",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.783","0.003","false","15.0","107325.96",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.785","0.004","false","16.0","107258.5",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.788","0.007","false","17.0","107144.63",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.783","0.001","false","18.0","107093.82",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.782","0.0","false","19.0","107011.26",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.785","0.002","false","20.0","107074.09",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.784","0.001","false","21.0","107073.44",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.784","0.0","false","22.0","107023.77",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.779","-0.005","false","23.0","107191.484",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.782","-0.002","false","24.0","107088.8",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.799","0.014","false","25.0","106799.0",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.792","0.006","false","26.0","106749.39",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.781","-0.006","false","27.0","107169.71",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.777","-0.01","false","28.0","107364.46",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.773","-0.014","false","29.0","107317.75",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.775","-0.013","false","30.0","107279.84",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.785","-0.003","false","31.0","107383.54",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.784","-0.005","false","32.0","107520.7",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.783","-0.006","false","33.0","107390.68",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.789","-0.001","false","34.0","106978.22",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.792","0.002","false","35.0","106795.586",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.793","0.002","false","36.0","106775.734",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.799","0.008","false","37.0","106721.56",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.802","0.01","false","38.0","106901.875",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.801","0.008","false","39.0","107217.25",
"Plate 1 noQuench.eds","","G12","Unknown","AA_0681","1.81","0.017","false","40.0","107290.95",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.078","-0.003","false","1.0","162196.0",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.077","-0.004","false","2.0","162393.31",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.083","0.002","false","3.0","162871.86",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.08","-0.002","false","4.0","163582.1",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.08","-0.002","false","5.0","163738.89",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.089","0.007","false","6.0","163986.73",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.09","0.007","false","7.0","164059.66",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.087","0.004","false","8.0","164371.08",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.087","0.004","false","9.0","164278.78",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.08","-0.004","false","10.0","163898.7",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.079","-0.005","false","11.0","163794.64",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.082","-0.002","false","12.0","164157.5",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.082","-0.002","false","13.0","164310.31",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.085","0.001","false","14.0","164102.48",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.086","0.001","false","15.0","164024.92",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.082","-0.003","false","16.0","164336.53",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.082","-0.004","false","17.0","164255.31",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.085","-0.001","false","18.0","164159.03",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.084","-0.002","false","19.0","164377.06",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.085","-0.001","false","20.0","164396.75",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.085","-0.002","false","21.0","164331.0",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.087","0.0","false","22.0","164212.83",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.089","0.002","false","23.0","164139.56",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.085","-0.003","false","24.0","164332.16",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.085","-0.003","false","25.0","164074.38",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.09","0.002","false","26.0","163626.36",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.09","0.001","false","27.0","163497.6",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.086","-0.003","false","28.0","163706.84",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.085","-0.004","false","29.0","163676.42",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.086","-0.003","false","30.0","163686.44",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.089","0.0","false","31.0","163634.75",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.09","0.0","false","32.0","163757.67",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.091","0.0","false","33.0","163702.86",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.094","0.003","false","34.0","163629.28",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.094","0.004","false","35.0","163761.27",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.094","0.003","false","36.0","163706.16",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.094","0.003","false","37.0","163517.5",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.094","0.002","false","38.0","163215.94",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.09","-0.001","false","39.0","163148.7",
"Plate 1 noQuench.eds","","H1","NTC","NTC","1.086","-0.006","false","40.0","163480.3",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.081","0.005","false","1.0","150155.61",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.079","0.002","false","2.0","150314.8",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.077","0.0","false","3.0","150904.1",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.081","0.004","false","4.0","151469.02",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.081","0.003","false","5.0","151611.38",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.074","-0.004","false","6.0","152148.7",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.071","-0.007","false","7.0","152509.17",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.073","-0.005","false","8.0","152600.03",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.076","-0.002","false","9.0","152363.39",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.08","0.002","false","10.0","152186.45",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.082","0.003","false","11.0","152149.75",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.086","0.008","false","12.0","152131.6",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.081","0.002","false","13.0","152483.67",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.08","0.0","false","14.0","152492.66",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.08","0.001","false","15.0","152422.27",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.079","-0.001","false","16.0","152653.19",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.084","0.004","false","17.0","152539.56",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.084","0.004","false","18.0","152415.78",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.082","0.002","false","19.0","152535.94",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.081","0.0","false","20.0","152409.67",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.076","-0.005","false","21.0","152253.81",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.076","-0.005","false","22.0","152281.44",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.081","0.0","false","23.0","152364.97",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.079","-0.002","false","24.0","152185.05",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.079","-0.003","false","25.0","152086.36",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.077","-0.005","false","26.0","152305.58",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.077","-0.005","false","27.0","152300.31",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.08","-0.002","false","28.0","152348.2",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.083","0.0","false","29.0","152236.33",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.088","0.006","false","30.0","152029.08",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.089","0.006","false","31.0","151797.64",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.086","0.003","false","32.0","151677.89",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.083","-0.001","false","33.0","151740.97",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.082","-0.001","false","34.0","151581.36",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.083","0.0","false","35.0","151481.48",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.085","0.002","false","36.0","151586.02",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.082","-0.002","false","37.0","151400.69",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.083","-0.002","false","38.0","151258.45",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.086","0.002","false","39.0","151234.44",
"Plate 1 noQuench.eds","","H2","NTC","NTC","1.087","0.003","false","40.0","151144.81",
"Plate 1 noQuench.eds","","H3","NTC","NTC","1.09","0.011","false","1.0","116775.25",
"Plate 1 noQuench.eds","","H3","NTC","NTC","1.089","0.009","false","2.0","116920.2",
"Plate 1 noQuench.eds","","H3","NTC","NTC","1.088","0.008","false","3.0","117228.84",
"Plate 1 noQuench.eds","","H3","NTC","NTC","1.087","0.007","false","4.0","117231.36",
